"2065
",4
"2076
",1
"20776
",4
"20850
",1
"2088
",8
"209
",2
"2096
",24
"210
",4
"2100
",1
"21023
",1
"21117
",1
"2113
",1
"21158
",1
"21169
",1
"212
",2
"2122
",2
"2129
",4
"21297
",2
"2133
",11
"21364
",1
"21381
",4
"21411
",1
"21459
",1
"21496
",1
"2150
",25
"21535
",1
"21594
",1
"216
",1
"2160
",4
"21643
",2
"21649
",1
"217
",4
"2173
",4
"21766
",16
"218
",2
"2192
",1
"2195
",1
"21960
",4
"220
",1
"22019
",4
"2203
",1
"221
",1
"2212
",1
"22137
",5
"2215
",1
"22157
",1
"2216
",4
"222
",5
"2220
",1
"22265
",1
"22277
",1
"2230
",11
"22323
",1
"22326
",1
"22343
",4
"22390
",4
"22415
",1
"2245
",5
"2247
",1
"22559
",1
"22619
",1
"22658
",4
"227
",1
"22766
",1
"228
",2
"2280
",1
"22809
",1
"22828
",3
"22829
",1
"229
",2
"230
",2
"2300
",1
"232
",6
"23222
",4
"2323
",4
"2327
",10
"233
",1
"2339
",1
"234
",4
"235
",2
"23515
",1
"2369
",1
"237
",4
"23732
",1
"23799
",1
"2383
",1
"2386
",1
"23875
",4
"23911
",1
"23978
",1
"24
",1
"240
",1
"24030
",4
"24059
",1
"24066
",1
"24170
",1
"242
",1
"24215
",4
"2423
",1
"24246
",1
"24255
",1
"2426
",63
"2427
",1
"24276
",1
"2428
",1
"243
",1
"24317
",4
"24322
",1
"2446
",1
"24561
",1
"2457
",1
"246
",1
"24622
",1
"24659
",1
"247
",2
"2474
",1
"24756
",4
"2487
",1
"24874
",1
"25
",1
"250
",4
"25084
",4
"25130
",4
"25147
",44
"2521
",1
"25232
",1
"2525
",1
"25272
",9
"25460
",4
"25470
",36
"25476
",6
"2550
",7
"2558
",1
"256
",6
"2566
",4
"257
",5
"25823
",1
"25832
",1
"25892
",1
"259
",1
"25914
",4
"2613
",1
"26178
",4
"26190
",1
"26201
",1
"26231
",4
"26262
",1
"26264
",1
"263
",1
"2635
",1
"264
",1
"2644
",1
"2645
",1
"26475
",1
"265
",1
"26524
",1
"266
",1
"2662
",1
"26644
",1
"267
",1
"2677
",1
"26799
",1
"2684
",1
"26958
",1
"26965
",1
"2697
",10
"26999
",1
"27
",1
"270
",4
"27010
",1
"271
",1
"27120
",1
"2713
",4
"272
",13
"2724
",1
"27245
",1
"27250
",1
"27260
",1
"273
",11
"2733
",4
"2734
",46
"27355
",1
"27442
",1
"275
",4
"276
",7
"2765
",1
"27685
",1
"277
",10
"2773
",5
"27734
",1
"27831
",1
"2786
",1
"27930
",4
"2794
",1
"27968
",1
"2798
",1
"28
",4
"280
",2
"2806
",1
"281
",2
"282
",5
"2821
",4
"28222
",1
"28307
",4
"28415
",1
"285
",11
"28558
",2
"286
",4
"2862
",1
"28721
",1
"2874
",1
"28754
",1
"2876
",22
"28800
",4
"2900
",1
"2903
",3
"292
",2
"2921
",8
"29236
",1
"2927
",1
"293
",4
"294
",1
"295
",3
"2951
",3
"29519
",4
"2954
",14
"29606
",1
"297
",2
"29735
",1
"2974
",1
"29756
",1
"2978
",1
"298
",1
"29820
",4
"299
",4
"2991
",1
"2995
",4
"2999
",1
"300
",2
"3003
",1
"30225
",1
"30292
",6
"3041
",2
"3042
",1
"3046
",2
"30582
",1
"3059
",6
"30674
",1
"3068
",4
"3069
",1
"30725
",1
"308
",7
"30847
",1
"311
",5
"31223
",1
"3128
",3
"313
",3
"31492
",4
"3153
",1
"316
",1
"31613
",1
"317
",1
"3171
",1
"3175
",4
"31752
",1
"31753
",1
"31773
",1
"31809
",1
"319
",1
"31994
",1
"32132
",1
"3214
",1
"3217
",1
"3227
",1
"323
",1
"32308
",1
"32473
",1
"3256
",4
"326
",1
"3264
",1
"3268
",2
"32737
",2
"32763
",2
"32765
",1
"328
",2
"32846
",4
"329
",1
"3291
",4
"330
",2
"33020
",1
"33033
",4
"3307
",9
"334
",2
"3342
",1
"33431
",1
"335
",2
"3351
",1
"33561
",1
"336
",1
"33608
",1
"337
",2
"33796
",2
"33797
",2
"338
",1
"33813
",1
"33893
",1
"339
",1
"33980
",1
"33986
",2
"34057
",2
"342
",5
"3420
",8
"3428
",1
"343
",1
"3431
",1
"34318
",1
"345
",8
"3458
",1
"3459
",1
"346
",6
"34657
",1
"347
",7
"349
",2
"3490
",1
"34903
",4
"350
",1
"35081
",1
"35098
",4
"351
",1
"35125
",4
"35139
",1
"3516
",1
"35183
",4
"352
",1
"3521
",1
"35358
",1
"35414
",1
"35461
",4
"3547
",2
"355
",1
"3550
",4
"3551
",4
"3556
",1
"35606
",89
"35612
",1
"3574
",1
"3577
",1
"358
",1
"35825
",1
"3588
",1
"359
",5
"3606
",1
"36274
",4
"3629
",9
"3638
",3
"3646
",1
"3647
",4
"366
",1
"36669
",1
"368
",1
"369
",32
"36956
",1
"3696
",68
"37116
",1
"37143
",1
"37161
",1
"372
",11
"3727
",1
"37312
",4
"374
",1
"3740
",1
"37405
",1
"375
",1
"3752
",1
"37633
",1
"3777
",1
"378
",1
"37915
",1
"3792
",4
"38
",1
"38041
",1
"38072
",1
"382
",1
"38268
",4
"384
",4
"3841
",9
"38529
",1
"386
",2
"3862
",1
"387
",1
"38706
",1
"3879
",4
"3880
",1
"38807
",1
"38813
",4
"391
",1
"39141
",2
"3923
",4
"3937
",1
"3948
",1
"39496
",1
"3955
",1
"39593
",1
"39694
",1
"39734
",4
"3981
",6
"39827
",1
"3990
",4
"39909
",4
"39972
",1
"3999
",3
"40
",19
"4010
",1
"40127
",1
"402
",1
"40209
",1
"4029
",1
"4031
",1
"405
",2
"4050
",5
"40642
",4
"4075
",1
"40815
",1
"4086
",1
"40870
",1
"4095
",1
"41
",4
"412
",4
"413
",1
"4130
",1
"41541
",1
"41571
",1
"4188
",1
"42002
",1
"42253
",1
"42256
",1
"42429
",1
"425
",1
"427
",1
"42727
",4
"428
",3
"42845
",1
"4294
",1
"42975
",1
"4304
",1
"4324
",1
"43246
",4
"433
",1
"43670
",4
"43684
",4
"43686
",1
"437
",4
"438
",2
"43831
",1
"439
",1
"43963
",1
"44025
",4
"44231
",1
"44511
",1
"44526
",1
"4462
",1
"44798
",1
"448
",1
"449
",1
"4491
",1
"45047
",1
"4505
",5
"45109
",1
"4527
",1
"4529
",1
"45378
",1
"4551
",1
"45636
",1
"45691
",1
"457
",1
"4597
",1
"46125
",1
"4617
",4
"464
",2
"4650
",1
"46659
",4
"4666
",1
"468
",4
"469
",1
"4693
",1
"4697
",1
"471
",4
"47115
",3
"47126
",1
"47354
",2
"47379
",1
"474
",1
"4740
",1
"47509
",1
"47802
",1
"4785
",1
"4788
",4
"479
",1
"47982
",1
"4801
",4
"4803
",1
"48133
",1
"48169
",1
"482
",1
"48258
",1
"48289
",1
"48395
",1
"484
",1
"4861
",1
"48739
",1
"488
",1
"49
",1
"490
",4
"4914
",1
"49155
",1
"492
",1
"49341
",1
"49384
",4
"4962
",1
"4965
",4
"4969
",1
"49838
",1
"501
",4
"5034
",1
"5049
",5
"505
",1
"5125
",1
"5133
",1
"5143
",2
"523
",6
"525
",1
"527
",1
"528
",2
"529
",1
"5296
",1
"539
",8
"5399
",1
"540
",6
"545
",1
"5450
",1
"5460
",2
"547
",1
"5472
",1
"5496
",1
"5578
",1
"5588
",1
"5595
",1
"560
",1
"5611
",1
"5615
",1
"563
",11
"5668
",1
"5671
",4
"5676
",1
"57
",17
"572
",5
"5741
",5
"575
",1
"576
",2
"578
",2
"579
",8
"5793
",1
"580
",8
"583
",2
"5835
",1
"5837
",1
"584
",1
"5855
",1
"5867
",1
"587
",5
"589
",1
"5898
",4
"5909
",1
"5927
",4
"5984
",1
"5992
",4
"6010
",1
"6022
",1
"6046
",1
"6052
",1
"6054
",1
"6056
",1
"606
",1
"607
",4
"6071
",4
"6093
",1
"611
",8
"612
",1
"6124
",1
"616
",2
"6160
",4
"622
",1
"624
",5
"6253
",4
"6261
",1
"627
",1
"629
",4
"631
",1
"6314
",1
"633
",2
"6359
",1
"636
",1
"6375
",4
"6383
",1
"639
",1
"641
",1
"642
",1
"643
",1
"6432
",1
"646
",4
"647
",1
"6481
",4
"6524
",1
"6558
",1
"6592
",1
"660
",1
"661
",1
"6619
",1
"6624
",5
"669
",1
"6740
",14
"6751
",1
"6759
",4
"6765
",1
"6776
",1
"678
",1
"6783
",1
"6789
",1
"6790
",4
"6815
",4
"6857
",1
"6876
",4
"689
",1
"6907
",4
"692
",1
"694
",1
"697
",3
"699
",1
"701
",1
"703
",4
"7040
",1
"7066
",1
"7105
",2
"711
",1
"7116
",1
"7181
",1
"719
",1
"721
",2
"7233
",1
"7287
",1
"7317
",1
"732
",4
"7324
",1
"7365
",1
"739
",1
"7394
",4
"7401
",1
"7406
",4
"745
",1
"746
",6
"749
",1
"750
",5
"751
",1
"7544
",4
"755
",1
"756
",4
"7563
",1
"7610
",1
"768
",1
"7693
",1
"7729
",1
"776
",1
"7788
",1
"782
",1
"784
",2
"79
",146
"7908
",1
"795
",3
"798
",1
"8060
",1
"81
",10
"819
",5
"823
",1
"8233
",1
"828
",1
"8281
",1
"83
",1
"8340
",1
"8348
",1
"844
",9
"8454
",1
"8485
",1
"8532
",1
"8562
",1
"8582
",1
"8584
",1
"8631
",1
"8644
",1
"8655
",1
"8682
",1
"8689
",4
"8692
",1
"8693
",1
"8728
",4
"873
",2
"8756
",1
"8799
",1
"880
",10
"881
",14
"8816
",1
"886
",4
"8891
",1
"890
",4
"8945
",1
"8950
",4
"8977
",1
"8978
",4
"8991
",4
"901
",4
"904
",2
"9056
",4
"906
",32
"907
",1
"908
",2
"909
",1
"910
",5
"912
",1
"916
",4
"922
",1
"9222
",4
"924
",3
"9271
",1
"9308
",4
"9355
",1
"9386
",1
"939
",1
"942
",1
"946
",1
"9481
",1
"949
",2
"9505
",1
"951
",1
"952
",4
"956
",1
"9599
",4
"9622
",1
"964
",1
"9674
",1
"9679
",1
"9724
",1
"9766
",4
"983
",2
"986
",9
"988
",5
"9886
",4
"990
",1
"998
",10
